__________________________________________________
Iteration   Train.Loss (MSE)     Time (in sec)    
  18178          0.012               0.141        
  18179          0.011               0.125        
  18180          0.010               0.141        
  18181          0.011               0.141        
  18182          0.009               0.125        
  18183          0.016               0.141        
  18184          0.016               0.141        
  18185          0.011               0.125        
  18186          0.009               0.141        
  18187          0.015               0.125        
  18188          0.010               0.125        
  18189          0.011               0.141        
  18190          0.007               0.125        
  18191          0.010               0.125        
  18192          0.011               0.141        
  18193          0.012               0.125        
  18194          0.015               0.141        
  18195          0.007               0.141        
  18196          0.009               0.125        
  18197          0.013               0.141        
  18198          0.010               0.141        
  18199          0.013               0.125        
  18200          0.010               0.141        
  18201          0.008               0.141        
  18202          0.006               0.125        
  18203          0.007               0.141        
  18204          0.009               0.141        
  18205          0.009               0.125        
  18206          0.010               0.141        
  18207          0.009               0.141        
  18208          0.008               0.125        
  18209          0.009               0.141        
  18210          0.011               0.141        
  18211          0.007               0.125        
  18212          0.008               0.141        
  18213          0.007               0.141        
  18214          0.009               0.125        
  18215          0.010               0.141        
  18216          0.011               0.141        
  18217          0.012               0.125        
  18218          0.008               0.141        
  18219          0.007               0.125        
  18220          0.013               0.125        
  18221          0.006               0.141        
  18222          0.011               0.125        
  18223          0.010               0.125        
  18224          0.011               0.141        
  18225          0.010               0.125        
  18226          0.009               0.141        
  18227          0.014               0.141        
  18228          0.012               0.125        
  18229          0.009               0.141        
  18230          0.007               0.141        
  18231          0.008               0.125        
  18232          0.014               0.141        
  18233          0.006               0.141        
  18234          0.009               0.125        
  18235          0.016               0.141        
  18236          0.008               0.141        
  18237          0.014               0.125        
  18238          0.010               0.141        
  18239          0.010               0.141        
  18240          0.010               0.125        
  18241          0.011               0.141        
  18242          0.009               0.141        
  18243          0.005               0.125        
  18244          0.011               0.141        
  18245          0.013               0.141        
  18246          0.009               0.125        
  18247          0.011               0.141        
  18248          0.008               0.125        
  18249          0.007               0.125        
  18250          0.007               0.141        
  18251          0.009               0.141        
  18252          0.012               0.141        
  18253          0.006               0.125        
  18254          0.007               0.141        
  18255          0.013               0.141        
  18256          0.011               0.125        
  18257          0.012               0.141        
  18258          0.014               0.141        
  18259          0.008               0.125        
  18260          0.010               0.141        
  18261          0.010               0.125        
  18262          0.009               0.125        
  18263          0.010               0.141        
  18264          0.010               0.125        
  18265          0.009               0.125        
  18266          0.008               0.141        
  18267          0.008               0.125        
  18268          0.009               0.141        
  18269          0.010               0.141        
  18270          0.007               0.125        
  18271          0.008               0.141        
  18272          0.007               0.141        
  18273          0.011               0.125        
  18274          0.008               0.141        
  18275          0.008               0.141        
  18276          0.006               0.125        
  18277          0.011               0.141        
  18278          0.011               0.141        
  18279          0.012               0.125        
  18280          0.006               0.141        
  18281          0.012               0.141        
  18282          0.009               0.125        
  18283          0.009               0.141        
  18284          0.009               0.141        
  18285          0.010               0.125        
  18286          0.017               0.141        
  18287          0.008               0.141        
  18288          0.015               0.125        
  18289          0.008               0.141        
  18290          0.009               0.125        
  18291          0.006               0.125        
  18292          0.014               0.141        
  18293          0.006               0.125        
  18294          0.010               0.125        
  18295          0.010               0.141        
  18296          0.009               0.125        
  18297          0.010               0.141        
  18298          0.011               0.141        
  18299          0.013               0.125        
  18300          0.017               0.141        
  18301          0.014               0.141        
  18302          0.006               0.125        
  18303          0.007               0.141        
  18304          0.009               0.141        
  18305          0.011               0.125        
  18306          0.010               0.141        
  18307          0.013               0.141        
  18308          0.011               0.125        
  18309          0.012               0.141        
  18310          0.012               0.141        
  18311          0.008               0.125        
  18312          0.013               0.141        
  18313          0.006               0.141        
  18314          0.009               0.125        
  18315          0.010               0.141        
  18316          0.011               0.141        
  18317          0.013               0.125        
  18318          0.014               0.141        
  18319          0.008               0.141        
  18320          0.010               0.125        
  18321          0.008               0.141        
  18322          0.011               0.125        
  18323          0.008               0.125        
  18324          0.009               0.141        
  18325          0.013               0.125        
  18326          0.008               0.125        
  18327          0.014               0.141        
  18328          0.009               0.125        
  18329          0.014               0.125        
  18330          0.009               0.141        
  18331          0.010               0.125        
  18332          0.011               0.141        
  18333          0.013               0.141        
  18334          0.013               0.125        
  18335          0.014               0.141        
  18336          0.010               0.141        
  18337          0.012               0.125        
  18338          0.011               0.141        
  18339          0.010               0.141        
  18340          0.005               0.125        
  18341          0.010               0.141        
  18342          0.011               0.141        
  18343          0.011               0.125        
  18344          0.016               0.141        
  18345          0.009               0.141        
  18346          0.009               0.125        
  18347          0.007               0.141        
  18348          0.011               0.141        
  18349          0.006               0.125        
  18350          0.008               0.141        
  18351          0.015               0.141        
  18352          0.011               0.125        
  18353          0.011               0.141        
  18354          0.009               0.125        
  18355          0.010               0.125        
  18356          0.007               0.141        
  18357          0.013               0.125        
  18358          0.008               0.141        
  18359          0.008               0.141        
  18360          0.008               0.125        
  18361          0.010               0.141        
  18362          0.007               0.141        
  18363          0.012               0.125        
  18364          0.011               0.141        
  18365          0.013               0.141        
  18366          0.007               0.125        
  18367          0.009               0.141        
  18368          0.008               0.141        
  18369          0.013               0.125        
  18370          0.008               0.141        
  18371          0.009               0.141        
  18372          0.012               0.125        
  18373          0.009               0.141        
  18374          0.008               0.141        
  18375          0.012               0.125        
  18376          0.015               0.125        
  18377          0.008               0.141        
  18378          0.018               0.141        
  18379          0.008               0.125        
  18380          0.008               0.141        
  18381          0.011               0.141        
  18382          0.014               0.125        
  18383          0.009               0.141        
  18384          0.005               0.141        
  18385          0.008               0.125        
  18386          0.008               0.141        
  18387          0.011               0.141        
  18388          0.011               0.125        
  18389          0.009               0.141        
  18390          0.006               0.141        
  18391          0.007               0.125        
  18392          0.008               0.141        
  18393          0.005               0.141        
  18394          0.011               0.125        
  18395          0.006               0.141        
  18396          0.008               0.141        
  18397          0.008               0.125        
  18398          0.008               0.141        
  18399          0.008               0.125        
  18400          0.006               0.125        
  18401          0.007               0.141        
  18402          0.009               0.125        
  18403          0.010               0.125        
  18404          0.008               0.141        
  18405          0.011               0.125        
  18406          0.007               0.141        
  18407          0.008               0.141        
  18408          0.007               0.125        
  18409          0.009               0.141        
  18410          0.008               0.141        
  18411          0.010               0.125        
  18412          0.011               0.141        
  18413          0.012               0.141        
  18414          0.009               0.125        
  18415          0.009               0.141        
  18416          0.009               0.141        
  18417          0.009               0.125        
  18418          0.008               0.141        
  18419          0.009               0.141        
  18420          0.011               0.125        
  18421          0.014               0.141        
  18422          0.006               0.141        
  18423          0.011               0.125        
  18424          0.009               0.141        
  18425          0.008               0.141        
  18426          0.008               0.125        
  18427          0.010               0.141        
  18428          0.007               0.141        
  18429          0.014               0.125        
  18430          0.010               0.141        
  18431          0.009               0.125        
  18432          0.006               0.125        
  18433          0.009               0.141        
  18434          0.009               0.125        
  18435          0.008               0.141        
  18436          0.008               0.141        
  18437          0.009               0.125        
  18438          0.011               0.141        
  18439          0.005               0.141        
  18440          0.013               0.125        
  18441          0.008               0.141        
  18442          0.011               0.141        
  18443          0.008               0.125        
  18444          0.009               0.141        
  18445          0.008               0.141        
  18446          0.010               0.125        
  18447          0.009               0.141        
  18448          0.017               0.141        
  18449          0.008               0.125        
  18450          0.014               0.141        
  18451          0.015               0.141        
  18452          0.026               0.125        
  18453          0.014               0.141        
  18454          0.038               0.141        
  18455          0.014               0.125        
  18456          0.036               0.141        
  18457          0.024               0.141        
  18458          0.014               0.125        
  18459          0.010               0.141        
  18460          0.026               0.141        
  18461          0.019               0.125        
  18462          0.015               0.141        
  18463          0.008               0.125        
  18464          0.014               0.125        
  18465          0.007               0.141        
  18466          0.016               0.125        
  18467          0.015               0.125        
  18468          0.012               0.141        
  18469          0.014               0.125        
  18470          0.012               0.125        
  18471          0.009               0.141        
  18472          0.012               0.125        
  18473          0.011               0.141        
  18474          0.009               0.141        
  18475          0.011               0.125        
  18476          0.011               0.141        
  18477          0.009               0.141        
  18478          0.012               0.125        
  18479          0.015               0.141        
  18480          0.012               0.141        
  18481          0.010               0.125        
  18482          0.018               0.141        
  18483          0.012               0.141        
  18484          0.011               0.125        
  18485          0.006               0.141        
  18486          0.011               0.141        
  18487          0.009               0.125        
  18488          0.013               0.141        
  18489          0.007               0.141        
  18490          0.009               0.125        
  18491          0.013               0.141        
  18492          0.008               0.141        
  18493          0.008               0.125        
  18494          0.014               0.141        
  18495          0.008               0.141        
  18496          0.007               0.125        
  18497          0.009               0.141        
  18498          0.013               0.141        
  18499          0.006               0.125        
  18500          0.007               0.141        
  18501          0.010               0.125        
  18502          0.014               0.141        
  18503          0.009               0.141        
  18504          0.011               0.125        
  18505          0.008               0.141        
  18506          0.016               0.125        
  18507          0.011               0.125        
  18508          0.016               0.141        
  18509          0.015               0.125        
  18510          0.013               0.125        
  18511          0.014               0.141        
  18512          0.006               0.125        
  18513          0.010               0.141        
  18514          0.007               0.141        
  18515          0.009               0.125        
  18516          0.011               0.141        
  18517          0.011               0.141        
  18518          0.008               0.125        
  18519          0.010               0.141        
  18520          0.010               0.141        
  18521          0.019               0.125        
  18522          0.007               0.141        
  18523          0.014               0.141        
  18524          0.013               0.125        
  18525          0.022               0.141        
  18526          0.013               0.141        
  18527          0.023               0.125        
  18528          0.011               0.141        
  18529          0.019               0.141        
  18530          0.005               0.125        
  18531          0.011               0.141        
  18532          0.007               0.141        
  18533          0.016               0.125        
  18534          0.011               0.141        
  18535          0.012               0.125        
  18536          0.009               0.125        
  18537          0.015               0.141        
  18538          0.010               0.125        
  18539          0.011               0.141        
  18540          0.010               0.141        
  18541          0.018               0.125        
  18542          0.009               0.141        
  18543          0.016               0.141        
  18544          0.008               0.125        
  18545          0.019               0.141        
  18546          0.010               0.141        
  18547          0.015               0.125        
  18548          0.006               0.141        
  18549          0.013               0.141        
  18550          0.007               0.125        
  18551          0.013               0.141        
  18552          0.009               0.141        
  18553          0.006               0.125        
  18554          0.009               0.141        
  18555          0.007               0.141        
  18556          0.011               0.125        
  18557          0.012               0.141        
  18558          0.011               0.141        
  18559          0.010               0.125        
  18560          0.009               0.141        
  18561          0.009               0.125        
  18562          0.011               0.125        
  18563          0.011               0.141        
  18564          0.010               0.125        
  18565          0.012               0.125        
  18566          0.006               0.141        
  18567          0.009               0.125        
  18568          0.005               0.141        
  18569          0.010               0.141        
  18570          0.007               0.125        
  18571          0.008               0.141        
  18572          0.009               0.141        
  18573          0.008               0.125        
  18574          0.008               0.141        
  18575          0.005               0.141        
  18576          0.018               0.125        
  18577          0.014               0.141        
  18578          0.010               0.141        
  18579          0.010               0.125        
  18580          0.012               0.141        
  18581          0.009               0.141        
  18582          0.009               0.125        
  18583          0.009               0.141        
  18584          0.013               0.141        
  18585          0.008               0.125        
  18586          0.022               0.141        
  18587          0.019               0.141        
  18588          0.016               0.125        
  18589          0.028               0.141        
  18590          0.013               0.125        
  18591          0.024               0.125        
  18592          0.019               0.141        
  18593          0.026               0.125        
  18594          0.016               0.125        
  18595          0.017               0.141        
  18596          0.019               0.125        
  18597          0.017               0.141        
  18598          0.025               0.141        
  18599          0.013               0.125        
  18600          0.046               0.141        
  18601          0.036               0.141        
  18602          0.027               0.125        
  18603          0.031               0.141        
  18604          0.025               0.141        
  18605          0.034               0.125        
  18606          0.014               0.141        
  18607          0.024               0.141        
  18608          0.023               0.125        
  18609          0.052               0.141        
  18610          0.020               0.141        
  18611          0.049               0.125        
  18612          0.012               0.141        
  18613          0.027               0.141        
  18614          0.060               0.125        
  18615          0.037               0.141        
  18616          0.032               0.141        
  18617          0.009               0.125        
  18618          0.038               0.141        
  18619          0.020               0.125        
  18620          0.032               0.125        
  18621          0.021               0.141        
  18622          0.036               0.125        
  18623          0.013               0.125        
  18624          0.024               0.141        
  18625          0.013               0.125        
  18626          0.015               0.141        
  18627          0.010               0.125        
  18628          0.010               0.125        
  18629          0.017               0.141        
  18630          0.013               0.141        
  18631          0.020               0.125        
  18632          0.016               0.141        
  18633          0.020               0.125        
  18634          0.017               0.125        
  18635          0.028               0.141        
  18636          0.022               0.125        
  18637          0.023               0.141        
  18638          0.021               0.141        
  18639          0.012               0.125        
  18640          0.035               0.141        
  18641          0.011               0.141        
  18642          0.024               0.125        
  18643          0.009               0.141        
  18644          0.018               0.141        
  18645          0.009               0.125        
  18646          0.012               0.141        
  18647          0.017               0.141        
  18648          0.012               0.125        
  18649          0.012               0.141        
  18650          0.014               0.141        
  18651          0.008               0.125        
  18652          0.009               0.141        
  18653          0.009               0.141        
  18654          0.008               0.125        
  18655          0.014               0.141        
  18656          0.010               0.141        
  18657          0.009               0.125        
  18658          0.009               0.141        
  18659          0.015               0.125        
  18660          0.016               0.125        
  18661          0.022               0.141        
  18662          0.015               0.125        
  18663          0.030               0.125        
  18664          0.013               0.141        
  18665          0.027               0.125        
  18666          0.007               0.141        
  18667          0.022               0.141        
  18668          0.007               0.125        
  18669          0.020               0.141        
  18670          0.011               0.141        
  18671          0.011               0.125        
  18672          0.016               0.141        
  18673          0.009               0.141        
  18674          0.014               0.125        
  18675          0.010               0.141        
  18676          0.008               0.141        
  18677          0.021               0.125        
  18678          0.008               0.141        
  18679          0.025               0.141        
  18680          0.010               0.125        
  18681          0.022               0.141        
  18682          0.010               0.141        
  18683          0.023               0.125        
  18684          0.008               0.141        
  18685          0.014               0.141        
  18686          0.009               0.125        
  18687          0.013               0.141        
  18688          0.014               0.141        
  18689          0.007               0.125        
  18690          0.011               0.141        
  18691          0.010               0.125        
  18692          0.010               0.125        
  18693          0.010               0.141        
  18694          0.014               0.125        
  18695          0.007               0.125        
  18696          0.009               0.141        
  18697          0.010               0.125        
  18698          0.010               0.141        
  18699          0.009               0.141        
  18700          0.009               0.125        
  18701          0.013               0.141        
  18702          0.008               0.141        
  18703          0.009               0.125        
  18704          0.012               0.141        
  18705          0.008               0.141        
  18706          0.007               0.125        
  18707          0.012               0.141        
  18708          0.008               0.141        
  18709          0.009               0.125        
  18710          0.009               0.141        
  18711          0.006               0.141        
  18712          0.008               0.125        
  18713          0.007               0.141        
  18714          0.010               0.141        
  18715          0.009               0.125        
  18716          0.008               0.141        
  18717          0.006               0.141        
  18718          0.014               0.125        
  18719          0.009               0.141        
  18720          0.007               0.125        
  18721          0.010               0.125        
  18722          0.008               0.141        
  18723          0.010               0.125        
  18724          0.012               0.125        
  18725          0.007               0.141        
  18726          0.008               0.125        
  18727          0.006               0.141        
  18728          0.011               0.141        
  18729          0.007               0.125        
  18730          0.007               0.141        
  18731          0.006               0.141        
  18732          0.007               0.125        
  18733          0.014               0.141        
  18734          0.008               0.141        
  18735          0.011               0.125        
  18736          0.011               0.141        
  18737          0.007               0.141        
  18738          0.009               0.125        
  18739          0.011               0.141        
  18740          0.008               0.141        
  18741          0.009               0.125        
  18742          0.010               0.141        
  18743          0.011               0.141        
  18744          0.007               0.125        
  18745          0.011               0.141        
  18746          0.009               0.125        
  18747          0.009               0.125        
  18748          0.007               0.141        
  18749          0.012               0.125        
  18750          0.011               0.125        
  18751          0.008               0.141        
  18752          0.019               0.125        
  18753          0.007               0.141        
  18754          0.012               0.141        
  18755          0.008               0.125        
  18756          0.009               0.141        
  18757          0.008               0.141        
  18758          0.011               0.125        
  18759          0.006               0.141        
  18760          0.013               0.141        
  18761          0.009               0.125        
  18762          0.029               0.141        
  18763          0.018               0.141        
  18764          0.060               0.125        
  18765          0.035               0.141        
  18766          0.029               0.141        
  18767          0.030               0.125        
  18768          0.024               0.141        
  18769          0.017               0.125        
  18770          0.018               0.125        
  18771          0.007               0.141        
  18772          0.026               0.125        
  18773          0.009               0.125        
  18774          0.028               0.141        
  18775          0.009               0.125        
  18776          0.025               0.141        
  18777          0.008               0.141        
  18778          0.013               0.125        
  18779          0.013               0.141        
  18780          0.011               0.141        
  18781          0.015               0.125        
  18782          0.008               0.141        
  18783          0.014               0.141        
  18784          0.009               0.125        
  18785          0.015               0.141        
  18786          0.010               0.141        
  18787          0.015               0.125        
  18788          0.011               0.141        
  18789          0.010               0.141        
  18790          0.005               0.125        
  18791          0.009               0.141        
  18792          0.009               0.141        
  18793          0.009               0.125        
  18794          0.007               0.141        
  18795          0.007               0.141        
  18796          0.007               0.125        
  18797          0.009               0.141        
  18798          0.008               0.125        
  18799          0.009               0.125        
  18800          0.007               0.141        
  18801          0.009               0.125        
  18802          0.006               0.141        
  18803          0.006               0.141        
  18804          0.010               0.125        
  18805          0.009               0.141        
  18806          0.015               0.141        
  18807          0.007               0.125        
  18808          0.014               0.141        
  18809          0.011               0.141        
  18810          0.012               0.125        
  18811          0.008               0.141        
  18812          0.008               0.141        
  18813          0.012               0.125        
  18814          0.010               0.141        
  18815          0.009               0.141        
  18816          0.008               0.125        
  18817          0.015               0.141        
  18818          0.010               0.141        
  18819          0.013               0.125        
  18820          0.009               0.141        
  18821          0.010               0.141        
  18822          0.008               0.125        
  18823          0.014               0.141        
  18824          0.009               0.141        
  18825          0.012               0.125        
  18826          0.009               0.141        
  18827          0.015               0.141        
  18828          0.012               0.125        
  18829          0.008               0.141        
  18830          0.009               0.141        
  18831          0.013               0.125        
  18832          0.011               0.141        
  18833          0.007               0.125        
  18834          0.009               0.125        
  18835          0.012               0.141        
  18836          0.010               0.125        
  18837          0.007               0.141        
  18838          0.005               0.141        
  18839          0.007               0.125        
  18840          0.007               0.141        
  18841          0.011               0.141        
  18842          0.008               0.125        
  18843          0.010               0.141        
  18844          0.012               0.141        
  18845          0.012               0.125        
  18846          0.006               0.141        
  18847          0.010               0.141        
  18848          0.008               0.125        
  18849          0.008               0.141        
  18850          0.009               0.141        
  18851          0.007               0.125        
  18852          0.012               0.141        
  18853          0.013               0.141        
  18854          0.007               0.125        
  18855          0.009               0.141        
  18856          0.016               0.141        
  18857          0.015               0.125        
  18858          0.011               0.141        
  18859          0.017               0.141        
  18860          0.010               0.125        
  18861          0.008               0.141        
  18862          0.013               0.125        
  18863          0.012               0.125        
  18864          0.008               0.141        
  18865          0.006               0.125        
  18866          0.009               0.141        
  18867          0.007               0.141        
  18868          0.011               0.125        
  18869          0.010               0.141        
  18870          0.012               0.141        
  18871          0.012               0.125        
  18872          0.007               0.141        
  18873          0.013               0.141        
  18874          0.010               0.125        
  18875          0.008               0.141        
  18876          0.011               0.141        
  18877          0.007               0.125        
  18878          0.011               0.141        
  18879          0.010               0.141        
  18880          0.018               0.125        
  18881          0.009               0.141        
  18882          0.007               0.141        
  18883          0.006               0.125        
  18884          0.007               0.141        
  18885          0.010               0.141        
  18886          0.008               0.125        
  18887          0.006               0.141        
  18888          0.008               0.141        
  18889          0.012               0.125        
  18890          0.008               0.141        
  18891          0.007               0.141        
  18892          0.008               0.125        
  18893          0.009               0.141        
  18894          0.007               0.141        
  18895          0.008               0.125        
  18896          0.009               0.141        
  18897          0.006               0.125        
  18898          0.010               0.125        
  18899          0.008               0.141        
  18900          0.013               0.125        
  18901          0.009               0.141        
  18902          0.010               0.141        
  18903          0.008               0.125        
  18904          0.007               0.141        
  18905          0.011               0.141        
  18906          0.009               0.125        
  18907          0.009               0.141        
  18908          0.010               0.141        
  18909          0.012               0.125        
  18910          0.006               0.141        
  18911          0.013               0.141        
  18912          0.012               0.125        
  18913          0.010               0.141        
  18914          0.006               0.141        
  18915          0.010               0.125        
  18916          0.008               0.141        
  18917          0.006               0.141        
  18918          0.008               0.125        
  18919          0.014               0.141        
  18920          0.018               0.141        
  18921          0.011               0.125        
  18922          0.022               0.141        
  18923          0.010               0.125        
  18924          0.026               0.125        
  18925          0.015               0.141        
  18926          0.016               0.125        
  18927          0.010               0.141        
  18928          0.013               0.141        
  18929          0.011               0.125        
  18930          0.010               0.141        
  18931          0.007               0.141        
  18932          0.009               0.125        
  18933          0.008               0.141        
  18934          0.010               0.141        
  18935          0.007               0.125        
  18936          0.008               0.141        
  18937          0.007               0.141        
  18938          0.005               0.125        
  18939          0.012               0.141        
  18940          0.008               0.141        
  18941          0.013               0.125        
  18942          0.013               0.141        
  18943          0.007               0.141        
  18944          0.007               0.125        
  18945          0.007               0.141        
  18946          0.007               0.141        
  18947          0.009               0.125        
  18948          0.010               0.141        
  18949          0.005               0.141        
  18950          0.008               0.125        
  18951          0.006               0.141        
  18952          0.010               0.141        
  18953          0.008               0.125        
  18954          0.010               0.141        
  18955          0.008               0.141        
  18956          0.010               0.125        
  18957          0.008               0.141        
  18958          0.009               0.125        
  18959          0.007               0.125        
  18960          0.008               0.141        
  18961          0.009               0.125        
  18962          0.006               0.125        
  18963          0.010               0.141        
  18964          0.007               0.125        
  18965          0.005               0.125        
  18966          0.009               0.141        
  18967          0.008               0.125        
  18968          0.010               0.141        
  18969          0.010               0.141        
  18970          0.007               0.125        
  18971          0.009               0.141        
  18972          0.007               0.141        
  18973          0.008               0.125        
  18974          0.008               0.141        
  18975          0.008               0.141        
  18976          0.010               0.125        
  18977          0.013               0.141        
  18978          0.011               0.141        
  18979          0.007               0.125        
  18980          0.014               0.141        
  18981          0.015               0.141        
  18982          0.010               0.125        
  18983          0.008               0.141        
  18984          0.008               0.141        
  18985          0.008               0.125        
  18986          0.007               0.141        
  18987          0.008               0.141        
  18988          0.008               0.125        
  18989          0.007               0.141        
  18990          0.006               0.141        
  18991          0.015               0.125        
  18992          0.006               0.141        
  18993          0.008               0.141        
  18994          0.012               0.125        
  18995          0.006               0.141        
  18996          0.009               0.125        
  18997          0.007               0.125        
  18998          0.010               0.141        
  18999          0.008               0.125        
  19000          0.011               0.141        
  19001          0.009               0.141        
  19002          0.008               0.125        
  19003          0.009               0.141        
  19004          0.009               0.141        
  19005          0.008               0.125        
  19006          0.011               0.141        
  19007          0.014               0.125        
  19008          0.009               0.125        
  19009          0.006               0.141        
  19010          0.010               0.125        
  19011          0.009               0.141        
  19012          0.009               0.141        
  19013          0.009               0.125        
  19014          0.010               0.141        
  19015          0.009               0.141        
  19016          0.015               0.125        
  19017          0.012               0.141        
  19018          0.005               0.141        
  19019          0.012               0.125        
  19020          0.012               0.141        
  19021          0.008               0.141        
  19022          0.011               0.125        
  19023          0.013               0.141        
  19024          0.009               0.141        
  19025          0.008               0.125        
  19026          0.015               0.141        
  19027          0.015               0.141        
  19028          0.007               0.125        
  19029          0.009               0.141        
  19030          0.006               0.125        
  19031          0.012               0.125        
  19032          0.007               0.141        
  19033          0.011               0.125        
  19034          0.010               0.141        
  19035          0.008               0.141        
  19036          0.009               0.125        
  19037          0.011               0.141        
  19038          0.010               0.141        
  19039          0.010               0.125        
  19040          0.018               0.141        
  19041          0.012               0.141        
  19042          0.013               0.125        
  19043          0.015               0.141        
  19044          0.016               0.141        
  19045          0.011               0.125        
  19046          0.021               0.141        
  19047          0.008               0.141        
  19048          0.010               0.125        
  19049          0.009               0.141        
  19050          0.016               0.141        
  19051          0.013               0.125        
  19052          0.024               0.141        
  19053          0.005               0.141        
  19054          0.019               0.125        
  19055          0.007               0.141        
  19056          0.009               0.125        
  19057          0.009               0.125        
  19058          0.013               0.141        
  19059          0.008               0.125        
  19060          0.008               0.125        
